202403-23790;11-03-24;LUCAS ROCHA;lucas.rocha@exemplo.com;Centro Oeste;MT;Cuiabá  ; Teclado ;TCL-89417;9;2.954,05;2.197,79;0;91.87;Transferência;Helena;Pending;verificar endereço;orders_raw_2024_03.csv
202403-77953;2024-03-21; Lucas Rocha ;lucas.rocha@empresa.com.br;Sud-este;SP;Santos;Mouse;MSE-18748;5;R$ 2.673,21;1656.74;0;131.47;Crédito;Bruno;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-90761;18 Mar 2024;Pedro Lima;pedro.lima@exemplo.com;CENTRO-OESTE;GO;Goiânia;Notebook;NBK-39629;6;R$ 356,19;267,94;0%;38,44;Boleto;Helena;Pending;;orders_raw_2024_03.csv
202403-27612;21-03-24; Carla Souza ;carla.souza@empresa.com.br;Região Sul;RS;Caxias do Sul;Impressora;IMP-95216;3;R$ 1.010,74;844,15;0;191,00;Pix;Carlos;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-75104;2024-03-07;Marina Melo;marina.melo@exemplo.com;Norte;TO;Palmas;impressora;IMP-25414;14;2.933,12;1.659,47;10;174.43;Boleto;Daniela;Canceled;;orders_raw_2024_03.csv
202403-65397;2024-03-22;paula dias;paula.dias@exemplo.com;nordeste;CE;Fortaleza;Impressora;IMP-48174;11;R$ 2.007,84;R$ 1.598,77;5;12.51;Débito;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-36380;02/03/2024;Lucas Rocha;lucas.rocha@empresa.com.br;sudeste;MG;Juiz de Fora;Teclado;TCL-55297;6;R$ 711,46;;15%;R$ 173,23;Boleto;Carlos;Shipped;;orders_raw_2024_03.csv
202403-20962;10-03-24;LUCAS ROCHA;lucas.rocha@exemplo.com;CENTRO-OESTE;MS;Campo Grande;MOUSE;MSE-30112;6;R$ 5.168,93;;5;99,43;Pix;Carlos;Shipped;;orders_raw_2024_03.csv
202403-49589;2024-03-25;MARINA MELO;marina.melo@empresa.com.br;sudeste;ES;Vila Velha;Notebook;NBK-41497;8;3.885,19;;5;104.72;Transferência;Daniela;Shipped;;orders_raw_2024_03.csv
202403-68867;12 Mar 2024; MARIA ALVES ;mariaalves; NO ;TO;Palmas;smartphone;SPH-41730;11;799,51;646.58;0;;Boleto;Carlos;Pending;  urgente  ;orders_raw_2024_03.csv
202403-53263;2024-03-15;Carla Souza;carla.souza@mail.com;centro oeste;DF;Brasília;impressora;IMP-68327;10;R$ 2.656,24;2.136,21;0%;125.77;Pix;Ana;Pending;;orders_raw_2024_03.csv
202403-41166;14/03/2024;pedro lima;pedro.lima@mail.com; NORDESTE ;BA;Salvador;Smartphone;SPH-85723;6;R$ 1.381,63;R$ 1.172,91;0;138,32;Débito;Daniela;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-75627;09/03/2024;MARINA MELO;marina.melo@mail.com;sul;SC;Florianópolis;Monitor;MON-27858;2;992,06;;10;100.92;Transferência;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-75627;09/03/2024;MARINA MELO;marina.melo@mail.com;sul;SC;Florianópolis;Monitor;MON-27858;2;992,06;;10;100.92;Transferência;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-65397;2024-03-22;paula dias;paula.dias@exemplo.com;nordeste;CE;Fortaleza;Impressora;IMP-48174;11;R$ 2.007,84;R$ 1.598,77;5;12.51;Débito;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-15676;25-03-24;Maria Alves;maria.alves@empresa.com.br;Região Sul;PR;Londrina;monitor;MON-74158;12;358,47;R$ 284,07;15%;R$ 142,68;Pix;Ana;Shipped;;orders_raw_2024_03.csv
202403-53323;01 Mar 2024;Pedro Lima;pedro.lima@mail.com;centro oeste;MT;Cuiabá;TECLADO;TCL-05956;13 un;214,60;R$ 170,60;10;12,08;Pix;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-79028;08-03-24;joão silva;joão.silva@mail.com;norte;AP;AP;Monitor;MON-48564;6;3.679,23;2183.41;15%;151.12;Transferência;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-54744;20/03/2024; tiago cunha ;tiago.cunha@empresa.com.br;CENTRO-OESTE;MS;Campo Grande;Notebook;NBK-93015;15;1.528,49;1.161,93;15;;Débito;Fernanda;Canceled;;orders_raw_2024_03.csv
202403-44017;18-03-24;CARLA SOUZA;carla.souza@mail.com;NE;RN;Natal;SMARTPHONE;SPH-21266;5;2.077,61;1332.04;15;175,73;Boleto;Bruno;Pending;;orders_raw_2024_03.csv
202403-71465;22 Mar 2024; João Silva ;joão.silva@mail.com;CENTRO-OESTE;DF;Brasília;MONITOR;MON-26585;1;R$ 233,14;191.06;0;45.66;Débito;Gabriel;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-31379;2024-03-24;JOÃO SILVA;joãosilva;nordeste;MA;MA;Teclado;TCL-84604;7;962,91;R$ 526,89;10;50.22;Transferência;Helena;Pending;  urgente  ;orders_raw_2024_03.csv
202403-81134;17/03/2024;rafael gomes;rafael.gomes@empresa.com.br;norte;AP;AP;IMPRESSORA;IMP-32525;5;3.844,49;2.262,15;0;52.45;Pix;Bruno;Pending;;orders_raw_2024_03.csv
202403-67860;15 Mar 2024; Aline Moraes ;aline.moraes@exemplo.com;Nordeste;MA;MA;Notebook;NBK-28957;14;572,92;433.19;5;148.12;Pix;Bruno;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-77673;14 Mar 2024;MARINA MELO;marina.melo@mail.com; NO ;RO;Porto Velho;Headset;HDS-37650;5;4.784,33;3005.62;5%;112.07;Pix;Helena;Shipped;;orders_raw_2024_03.csv
202403-53081;2024-03-02; pedro lima ;pedro.lima@exemplo.com;Sud-este;MG;Juiz de Fora; Smartphone ;SPH-44996;10;R$ 989,90;526.49;0%;;Débito;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-39680;20-03-24;rafael gomes;rafael.gomes@exemplo.com;sudeste;SP;Santos; Teclado ;TCL-57452;15;872,38;733.41;0;84.8;Pix;Eduardo;Pending;;orders_raw_2024_03.csv
202403-78502;27/03/2024;Lucas Rocha;lucas.rocha@exemplo.com;CENTRO-OESTE;MT;Cuiabá; Impressora ;IMP-43686;15;R$ 3.293,97;R$ 2.576,58;0;23.49;Transferência;Bruno;Shipped;;orders_raw_2024_03.csv
202403-12141;25/03/2024;Tiago Cunha;tiago.cunha@mail.com; SUDESTE;MG;Belo Horizonte;HEADSET;HDS-22355;12;R$ 1.932,44;R$ 1.598,71;10;R$ 81,81;Pix;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-54632;16 Mar 2024; MARIA ALVES ;maria.alves@empresa.com.br;Centro-Oeste;MT;Cuiabá;Monitor;MON-78616;10;1.802,09;R$ 942,78;15;85.68;Boleto;Daniela;Shipped;;orders_raw_2024_03.csv
202403-56448;15/03/2024;Aline Moraes;aline.moraes@exemplo.com;Centro-Oeste;DF;Brasília;Notebook;NBK-53427;1;5.196,35;2.833,29;15%;102.47;Boleto;Carlos;Shipped;;orders_raw_2024_03.csv
202403-62781;24 Mar 2024;Tiago Cunha;tiago.cunha@exemplo.com;Sul;PR;Curitiba; Impressora ;IMP-26352;7;2.443,21;R$ 1.232,95;5;59,98;Transferência;Gabriel;Shipped;;orders_raw_2024_03.csv
202403-15145;2024-03-01; RAFAEL GOMES ;rafael.gomes@empresa.com.br;norte;AC;AC;mouse;MSE-18968;4;R$ 195,53;;5%;R$ 105,79;Boleto;Carlos;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-81653;28 Mar 2024;carla souza;carla.souza@exemplo;Centro Oeste;DF;Brasília;Teclado;TCL-14954;15;192,50;99,71;0;R$ 78,77;Crédito;Fernanda;Pending;  urgente  ;orders_raw_2024_03.csv
202403-16107;22 Mar 2024;Rafael Gomes;rafael.gomes@empresa.com.br;Norte;AC;AC;Teclado;TCL-06054;10;R$ 2.694,71;2153.92;5%;168,53;Transferência;Ana;Pending;;orders_raw_2024_03.csv
202403-73392;2024-03-15;rafael gomes;rafael.gomes@empresa.com.br;sul;PR;Londrina;monitor;MON-49897;4;2.083,30;1.192,69;10;191.53;Pix;Daniela;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-50749;12 Mar 2024;MARINA MELO;marina.melo@empresa.com.br;Nordeste;RN;Natal  ;Mouse;MSE-16554;6;3.979,16;2.227,60;5%;49.53;Transferência;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-99043;22 Mar 2024;Pedro Lima;pedrolima;Centro Oeste;MS;Campo Grande  ;Headset;HDS-76564;7;2.210,83;1576.84;15;77.96;Débito;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-69015;2024-03-14; Lucas Rocha ;lucas.rocha@mail.com;Região Sul;SC;Joinville;Headset;HDS-03404;2;3.155,54;1854.53;0;;Crédito;Eduardo;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-44875;19 Mar 2024;CARLA SOUZA;carla.souza@mail.com;sudeste;ES;Vila Velha;Monitor;MON-28070;7;R$ 1.018,32;618,46;15;R$ 98,20;Crédito;Bruno;Shipped;;orders_raw_2024_03.csv
202403-29788;12 Mar 2024;João Silva;joão.silva@empresa.com.br;nordeste;RN;Natal;teclado;TCL-76155;12;1.720,27;1190.63;0;65.36;Boleto;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-36466;27/03/2024;Pedro Lima;pedro.lima@mail.com;Centro Oeste;GO;Goiânia;Notebook;NBK-08562;13;299,75;253,57;15;R$ 46,50;Transferência;Carlos;Shipped;;orders_raw_2024_03.csv
202403-42101;12-03-24;joão silva;joãosilva;Norte;RO;Porto Velho;TECLADO;TCL-08023;12;R$ 1.400,50;;0;24.44;Boleto;Carlos;Pending;;orders_raw_2024_03.csv
202403-44875;19 Mar 2024;CARLA SOUZA;carla.souza@mail.com;sudeste;ES;Vila Velha;Monitor;MON-28070;7;R$ 1.018,32;618,46;15;R$ 98,20;Crédito;Bruno;Shipped;;orders_raw_2024_03.csv
202403-49678;08-03-24; PEDRO LIMA ;pedro.lima@exemplo.com;Centro Oeste;MS;Campo Grande;Monitor;MON-18161;12;R$ 2.694,19;1439.64;0;194.42;Transferência;Helena;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-32893;11 Mar 2024;RAFAEL GOMES;rafael.gomes@empresa.com.br;Região Sul;RS;Porto Alegre;Monitor;MON-62718;5;R$ 951,60;789.14;15;194.14;Crédito;Bruno;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-14079;14/03/2024; carla souza ;carlasouza; SUDESTE;MG;Belo Horizonte;Monitor;MON-77105;5 un;R$ 2.157,05;1597.76;15;13.04;Crédito;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-88800;2024-03-01; Tiago Cunha ;tiago.cunha@exemplo.com;Centro Oeste;GO;Goiânia;Mouse;MSE-87167;15;3.612,70;2.765,79;10;94.71;Crédito;Daniela;Shipped;;orders_raw_2024_03.csv
202403-21931;25-03-24;Maria Alves;maria.alves@exemplo.com;Sudeste;MG;Uberlândia;Smartphone;SPH-43621;15;R$ 3.180,14;1907.46;10;R$ 67,74;Boleto;Helena;Shipped;;orders_raw_2024_03.csv
202403-64742;10 Mar 2024; Rafael Gomes ;rafael.gomes@exemplo.com;norte;AP;AP;SMARTPHONE;SPH-86757;4;5.042,21;3.137,78;0;177.72;Débito;Carlos;Pending;cliente pediu NF-e;orders_raw_2024_03.csv
202403-54507;01/03/2024; rafael gomes ;rafael.gomes@exemplo.com;Nordeste;PE;Recife;Headset;HDS-15543;4;R$ 258,37;142,41;0%;R$ 199,95;Pix;Eduardo;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-32815;2024-03-11;RAFAEL GOMES;rafael.gomes@exemplo.com;Centro-Oeste;GO;Anápolis;MONITOR;MON-70926;14;R$ 538,52;344,19;0;144.11;Transferência;Bruno;Canceled;verificar endereço;orders_raw_2024_03.csv
202403-14290;28 Mar 2024;Maria Alves;mariaalves;norte;AM;Manaus;NOTEBOOK;NBK-19352;1;4.247,81;;5;190.82;Crédito;Gabriel;Canceled;  urgente  ;orders_raw_2024_03.csv
202403-47784;05-03-24;LUCAS ROCHA;lucas.rocha@mail.com;Sud-este;SP;Santos;Headset;HDS-49174;1;4.788,90;2.521,59;5;25.5;Boleto;Ana;Pending;  urgente  ;orders_raw_2024_03.csv
202403-97752;05-03-24;ALINE MORAES;alinemoraes;norte;TO;Palmas  ;TECLADO;TCL-46255;5 un;5.140,67;3016.12;10%;;Débito;Eduardo;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-92821;2024-03-13;MARIA ALVES;maria.alves@empresa.com.br;Centro Oeste;MT;Cuiabá  ; Impressora ;IMP-08123;13;2.278,82;;5;80.06;Pix;Ana;Canceled;cliente pediu NF-e;orders_raw_2024_03.csv
202403-52849;18/03/2024;Pedro Lima;pedrolima;Sud-este;MG;Belo Horizonte;teclado;TCL-47795;10;R$ 836,31;;0;149.95;Débito;Fernanda;Canceled;;orders_raw_2024_03.csv
202403-83047;2024-03-01;PEDRO LIMA;pedro.lima@mail.com;Nordeste;PB;PB;MONITOR;MON-58562;13;1.573,16;845.53;0;190.82;Crédito;Ana;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-82637;07-03-24; Paula Dias ;paula.dias@mail.com;Norte;RO;Porto Velho;MOUSE;MSE-38939;13;1.154,89;736.27;0;;Crédito;Ana;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-48426;26 Mar 2024;RAFAEL GOMES;rafael.gomes@exemplo.com;Nordeste;PI;PI;Smartphone;SPH-96247;7;R$ 1.725,44;1.033,83;0;93.08;Pix;Carlos;Canceled;;orders_raw_2024_03.csv
202403-64745;02-03-24;carla souza;carla.souza@exemplo.com; NO ;AP;AP;MONITOR;MON-17217;5;R$ 305,82;R$ 219,45;5%;138.02;Pix;Eduardo;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-34138;03/03/2024;Maria Alves;maria.alves@exemplo.com;Sudeste;RJ;Petrópolis; Monitor ;MON-85140;1;3.404,93;1840.95;0%;;Débito;Helena;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-82637;07-03-24; Paula Dias ;paula.dias@mail.com;Norte;RO;Porto Velho;MOUSE;MSE-38939;13;1.154,89;736.27;0;;Crédito;Ana;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-82879;26/03/2024; Carla Souza ;carla.souza@exemplo;Sul;RS;Porto Alegre;teclado;TCL-20959;11;1.152,43;916,36;0;10.48;Débito;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-98467;12/03/2024;Lucas Rocha;lucas.rocha@empresa.com.br;NE;AL;AL;mouse;MSE-53924;12;3.203,60;R$ 1.899,03;0;3,85;Crédito;Eduardo;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-49941;04 Mar 2024;Rafael Gomes;rafaelgomes;centro oeste;MT;Cuiabá;SMARTPHONE;SPH-19840;11;286,44;R$ 201,38;15%;R$ 130,07;Débito;Eduardo;Canceled;  urgente  ;orders_raw_2024_03.csv
202403-20462;23/03/2024;Tiago Cunha;tiago.cunha@exemplo.com; NO ;RO;Porto Velho;smartphone;SPH-46325;4 un;2.574,13;2174.25;0%;R$ 8,34;Pix;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-43915;2024-03-13; Lucas Rocha ;lucas.rocha@mail.com; SUL ;RS;Porto Alegre;MOUSE;MSE-73705;7;1.136,46;912.03;5;128,38;Transferência;Fernanda;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-84720;11-03-24;JOÃO SILVA;joão.silva@exemplo.com;Centro-Oeste;MS;Campo Grande;Mouse;MSE-50117;13;1.961,85;1.286,20;0;117,28;Boleto;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-35882;19/03/2024;TIAGO CUNHA;tiago.cunha@empresa.com.br;sul;RS;Porto Alegre;Impressora;IMP-11709;5;3.144,59;2157.22;0;R$ 111,58;Pix;Eduardo;Pending;verificar endereço;orders_raw_2024_03.csv
202403-53720;2024-03-08;Lucas Rocha;lucas.rocha@exemplo.com; NO ;AM;Manaus;Teclado;TCL-32219;12;R$ 1.114,38;;0%;173,83;Transferência;Daniela;Shipped;;orders_raw_2024_03.csv
202403-15861;26-03-24;Lucas Rocha;lucas.rocha@exemplo.com; SUDESTE;MG;Uberlândia;Notebook;NBK-75311;12;4.919,17;2.766,88;0;R$ 97,84;Transferência;Carlos;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-96247;04 Mar 2024;maria alves;maria.alves@exemplo.com;sudeste;ES;Vitória; Mouse ;MSE-37839;15;R$ 3.134,58;;0;R$ 3,14;Débito;Fernanda;Canceled;cliente pediu NF-e;orders_raw_2024_03.csv
202403-86154;2024-03-10;PEDRO LIMA;pedro.lima@mail.com;NE;CE;Fortaleza;Smartphone;SPH-39642;13;3.167,49;2.120,73;10;R$ 5,14;Crédito;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-57290;24 Mar 2024; marina melo ;marina.melo@mail.com;NE;MA;MA;MOUSE;MSE-65694;10;R$ 2.978,96;1.610,68;0;15.77;Débito;Gabriel;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-88658;2024-03-04;LUCAS ROCHA;lucas.rocha@exemplo;CENTRO-OESTE;MT;Cuiabá;Impressora;IMP-53961;5;783,33;R$ 469,50;5%;R$ 180,39;Crédito;Daniela;Pending;;orders_raw_2024_03.csv
202403-40451;2024-03-23;Pedro Lima;pedrolima;sul;SC;Florianópolis;Teclado;TCL-22862;7;4.844,01;3873.86;0%;199.73;Débito;Gabriel;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-68896;2024-03-22;Marina Melo;marina.melo@mail.com; NO ;AM;Manaus;TECLADO;TCL-51350;9;2.043,75;1.515,20;5%;;Débito;Bruno;Pending;;orders_raw_2024_03.csv
202403-38697;09-03-24; Marina Melo ;marinamelo; NORDESTE ;PI;PI;teclado;TCL-56732;12;R$ 2.918,04;2329.0;5;41.0;Débito;Bruno;Shipped;;orders_raw_2024_03.csv
202403-55209;25/03/2024;Carla Souza;carla.souza@exemplo.com;sul;PR;Curitiba; Mouse ;MSE-74274;6;3.149,98;1.742,45;5%;40,98;Pix;Eduardo;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-29108;14 Mar 2024;LUCAS ROCHA;lucas.rocha@mail.com;Sudeste;RJ;Petrópolis;impressora;IMP-01559;15;4.290,97;2.415,40;0;76.18;Transferência;Fernanda;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-70313;21-03-24;pedro lima;pedro.lima@exemplo.com;NE;AL;AL;Teclado;TCL-39354;11;R$ 3.090,13;1.819,08;15;R$ 22,06;Pix;Carlos;Shipped;;orders_raw_2024_03.csv
202403-21309;03 Mar 2024;PAULA DIAS;paula.dias@empresa.com.br; NORDESTE ;AL;AL;Notebook;NBK-63724;11;2.497,32;1.360,28;10;R$ 11,21;Pix;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-76380;14 Mar 2024; João Silva ;joão.silva@mail.com;norte;AC;AC;SMARTPHONE;SPH-35420;14;3.404,10;R$ 2.004,24;0%;R$ 24,37;Pix;Daniela;Shipped;;orders_raw_2024_03.csv
202403-56224;11 Mar 2024; JOÃO SILVA ;joão.silva@mail.com;Região Sul;RS;Caxias do Sul; MOUSE ;MSE-17266;1;1.284,83;R$ 869,03;0;42.74;Transferência;Carlos;Pending;verificar endereço;orders_raw_2024_03.csv
202403-43915;2024-03-13; Lucas Rocha ;lucas.rocha@mail.com; SUL ;RS;Porto Alegre;MOUSE;MSE-73705;7;1.136,46;912.03;5;128,38;Transferência;Fernanda;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-25830;2024-03-18;João Silva;joão.silva@mail.com;Centro Oeste;GO;Anápolis;MONITOR;MON-77349;7;5.074,02;R$ 4.273,98;15;108.94;Débito;Carlos;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-60384;2024-03-28;LUCAS ROCHA;lucasrocha; NO ;AP;AP; Monitor ;MON-27258;11;1.886,88;1.435,16;5;183.54;Boleto;Daniela;Pending;  urgente  ;orders_raw_2024_03.csv
202403-47195;16 Mar 2024;João Silva;joãosilva;CENTRO-OESTE;MT;Cuiabá;Headset;HDS-19505;12 un;R$ 1.657,56;;5;142.9;Débito;Ana;Shipped;  urgente  ;orders_raw_2024_03.csv
202403-24902;22 Mar 2024;MARIA ALVES;maria.alves@mail.com;NE;AL;AL; Teclado ;TCL-69208;10;R$ 2.797,37;2112.9;15;85.81;Transferência;Daniela;Shipped;;orders_raw_2024_03.csv
202403-62138;13 Mar 2024;Paula Dias;pauladias;sul;RS;Porto Alegre;Mouse;MSE-64886;3;R$ 4.605,45;2446.76;0;171,86;Transferência;Helena;Shipped;;orders_raw_2024_03.csv
202403-98484;05 Mar 2024; Pedro Lima ;pedro.lima@empresa.com.br;norte;AC;AC;Impressora;IMP-86610;11;R$ 1.367,30;R$ 1.044,66;15;;Transferência;Daniela;Shipped;;orders_raw_2024_03.csv
202403-32005;24/03/2024; Paula Dias ;paula.dias@empresa.com.br;Sudeste;ES;Vila Velha;Smartphone;SPH-04388;12;R$ 1.272,12;R$ 1.078,36;5;199.45;Pix;Fernanda;Shipped;;orders_raw_2024_03.csv
202403-54358;19 Mar 2024;Pedro Lima;pedro.lima@empresa.com.br;nordeste;MA;MA;Mouse;MSE-27063;15;R$ 5.153,59;;5;139.91;Débito;Gabriel;Canceled;;orders_raw_2024_03.csv
202403-99562;05/03/2024;RAFAEL GOMES;rafael.gomes@empresa.com.br; SUL ;PR;Curitiba;headset;HDS-66538;2;4.431,99;R$ 2.735,70;15;76,60;Boleto;Helena;Pending;;orders_raw_2024_03.csv
202403-41817;23/03/2024;ALINE MORAES;aline.moraes@exemplo.com;Nordeste;AL;AL;Impressora;IMP-64451;5;R$ 886,94;592.94;0;159.23;Pix;Daniela;Shipped;;orders_raw_2024_03.csv
202403-40647;20/03/2024;Tiago Cunha;tiago.cunha@exemplo.com;Sud-este;ES;Vitória;Headset;HDS-95194;3;R$ 4.885,43;3017.57;0%;27.38;Débito;Carlos;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-21833;05/03/2024;João Silva;joão.silva@exemplo.com;Nordeste;SE;SE;headset;HDS-73523;2;4.065,44;2.841,01;15%;194,58;Pix;Daniela;Shipped;;orders_raw_2024_03.csv
202403-87323;2024-03-27;MARIA ALVES;maria.alves@exemplo.com;Região Sul;SC;Florianópolis;Teclado;TCL-52362;9;R$ 4.062,51;2941.54;0;25.53;Boleto;Eduardo;Shipped;verificar endereço;orders_raw_2024_03.csv
202403-62257;20-03-24;MARIA ALVES;maria.alves@exemplo.com;Norte;TO;Palmas; NOTEBOOK ;NBK-44005;12;4.560,76;3634.37;0;4,17;Pix;Helena;Shipped;;orders_raw_2024_03.csv
202403-26423;16/03/2024;Maria Alves;maria.alves@exemplo.com;nordeste;MA;MA;Notebook;NBK-91853;9;R$ 1.724,25;R$ 1.269,22;10%;;Débito;Ana;Shipped;;orders_raw_2024_03.csv
202403-71886;2024-03-24; Rafael Gomes ;rafael.gomes@exemplo;Norte;PA;Ananindeua  ;impressora;IMP-73898;1;R$ 2.177,79;1.825,07;0;23,83;Débito;Ana;Shipped;cliente pediu NF-e;orders_raw_2024_03.csv
202403-64386;17-03-24;CARLA SOUZA;carla.souza@empresa.com.br; NORDESTE ;PI;PI; smartphone ;SPH-55700;3;276,70;R$ 162,69;0%;R$ 91,91;Pix;Fernanda;Pending;;orders_raw_2024_03.csv
202403-80792;17/03/2024;Tiago Cunha;tiago.cunha@mail.com; NO ;RO;Porto Velho;NOTEBOOK;NBK-04956;13;R$ 4.317,81;;5;R$ 28,36;Débito;Fernanda;Pending;verificar endereço;orders_raw_2024_03.csv
OrderID;OrderDate;CustomerName;CustomerEmail;Region;State;City;Product;SKU;Quantity;UnitPrice;UnitCost;Discount;Freight;PaymentMethod;SalesRep;OrderStatus;Notes;orders_raw_2024_03.csv
202403-35826;2024-03-26;MARIA ALVES;maria.alves@empresa.com.br;Sul;RS;Porto Alegre;Monitor;MON-14684;13;2.895,56;1.771,16;10;109.68;Débito;Eduardo;Shipped;;orders_raw_2024_03.csv
202403-36380;02/03/2024;Lucas Rocha;lucas.rocha@empresa.com.br;sudeste;MG;Juiz de Fora;Teclado;TCL-55297;6;R$ 711,46;;15%;R$ 173,23;Boleto;Carlos;Shipped;;orders_raw_2024_03.csv
202403-68262;2024-03-06;LUCAS ROCHA;lucas.rocha@exemplo.com;nordeste;RN;Natal;HEADSET;HDS-03187;1;200,95;128,00;5%;99,19;Pix;Carlos;Shipped;;orders_raw_2024_03.csv
